_id,model_year,make,model,vehicle_class,motor_(kw),engine_size_(l),cylinders,transmission,fuel_type_1,combined_le/100_km,range_1_(km),recharge_time_(h),fuel_type_2,city_(l/100_km),highway_(l/100_km),combined_(l/100_km),range_2_(km),co2_emissions_(g/km),co2_rating,smog_rating,display_name
3467,2024,Volvo,S90 T8 AWD Recharge Mid-size 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Mid-size,107,2.0,4,AS8,B/Z*,3.4 ([30.0 kWh + 0.0 L]/100 km),61,5,Z,8.5,7.6,8.1,748,65,9,7,2024 Volvo S90 T8 AWD Recharge Mid-size 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3468,2024,Volvo,V60 T8 AWD Recharge Station wagon: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Station wagon: Small,107,2.0,4,AS8,B/Z*,3.0 ([27.2 kWh + 0.0 L]/100 km),64,5,Z,8.0,7.2,7.6,792,58,10,7,2024 Volvo V60 T8 AWD Recharge Station wagon: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3469,2024,Volvo,XC60 T8 AWD Recharge Sport utility vehicle: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,107,2.0,4,AS8,B/Z*,3.5 ([31.2 kWh + 0.0 L]/100 km),58,5,Z,8.5,8.5,8.5,838,72,9,7,2024 Volvo XC60 T8 AWD Recharge Sport utility vehicle: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3470,2024,Volvo,XC90 T8 AWD Recharge Sport utility vehicle: Standard 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,107,2.0,4,AS8,B/Z*,3.8 ([34.4 kWh + 0.0 L]/100 km),53,5,Z,9.1,8.6,8.9,803,82,9,7,2024 Volvo XC90 T8 AWD Recharge Sport utility vehicle: Standard 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3471,2025,Alfa Romeo,Tonale PHEV Sport utility vehicle: Small 1.3L + 89 kW 4 Cyl Automatic 6-Gear,Sport utility vehicle: Small,89,1.3,4,A6,B/X*,3.1 ([27.2 kWh + 0.0 L]/100 km),53,4,X,8.1,8.1,8.1,520,75,9,5,2025 Alfa Romeo Tonale PHEV Sport utility vehicle: Small 1.3L + 89 kW 4 Cyl Automatic 6-Gear
3472,2025,Audi,Q5 55 TFSI e quattro Sport utility vehicle: Small 2.0L + 105 kW 4 Cyl Auto-Manual 7-Gear,Sport utility vehicle: Small,105,2.0,4,AM7,B/Z*,4.1 ([36.2 kWh + 0.0 L]/100 km),39,3,Z,9.4,8.7,9.1,595,93,8,6,2025 Audi Q5 55 TFSI e quattro Sport utility vehicle: Small 2.0L + 105 kW 4 Cyl Auto-Manual 7-Gear
3473,2025,Bentley,Bentayga Hybrid Sport utility vehicle: Standard 3.0L + 100 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,100,3.0,6,AS8,B/Z*,5.6 ([49.4 kWh + 0.0 L]/100 km),34,3,Z,12.3,10.1,11.3,668,128,7,3,2025 Bentley Bentayga Hybrid Sport utility vehicle: Standard 3.0L + 100 kW 6 Cyl Automatic 8-Gear
3474,2025,Bentley,Continental GT Subcompact 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear,Subcompact,140,4.0,8,AM8,B/Z*,5.1 ([45.4 kWh + 0.0 L]/100 km),48,3,Z,13.7,10.5,12.3,661,100,8,4,2025 Bentley Continental GT Subcompact 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear
3475,2025,Bentley,Continental GT Speed Subcompact 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear,Subcompact,140,4.0,8,AM8,B/Z*,5.1 ([45.4 kWh + 0.0 L]/100 km),48,3,Z,13.7,10.5,12.3,661,100,8,4,2025 Bentley Continental GT Speed Subcompact 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear
3476,2025,Bentley,Continental GTC Minicompact 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear,Minicompact,140,4.0,8,AM8,B/Z*,5.1 ([45.4 kWh + 0.0 L]/100 km),48,3,Z,13.7,10.5,12.3,661,100,8,4,2025 Bentley Continental GTC Minicompact 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear
3477,2025,Bentley,Continental GTC Speed Minicompact 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear,Minicompact,140,4.0,8,AM8,B/Z*,5.1 ([45.4 kWh + 0.0 L]/100 km),48,3,Z,13.7,10.5,12.3,661,100,8,4,2025 Bentley Continental GTC Speed Minicompact 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear
3478,2025,Bentley,Flying Spur Mid-size 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear,Mid-size,140,4.0,8,AM8,B/Z*,5.1 ([45.4 kWh + 0.0 L]/100 km),48,3,Z,13.7,10.5,12.3,661,100,8,4,2025 Bentley Flying Spur Mid-size 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear
3479,2025,Bentley,Flying Spur Speed Mid-size 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear,Mid-size,140,4.0,8,AM8,B/Z*,5.1 ([45.4 kWh + 0.0 L]/100 km),48,3,Z,13.7,10.5,12.3,661,100,8,4,2025 Bentley Flying Spur Speed Mid-size 4.0L + 140 kW 8 Cyl Auto-Manual 8-Gear
3480,2025,BMW,550e xDrive Sedan Mid-size 3.0L + 145 kW 6 Cyl Automatic 8-Gear,Mid-size,145,3.0,6,AS8,B/Z*,3.5 ([31.3 kWh + 0.0 L]/100 km),55,4,Z,10.1,9.0,9.6,628,84,9,6,2025 BMW 550e xDrive Sedan Mid-size 3.0L + 145 kW 6 Cyl Automatic 8-Gear
3481,2025,BMW,750e xDrive Sedan Full-size 3.0L + 145 kW 6 Cyl Automatic 8-Gear,Full-size,145,3.0,6,AS8,B/Z,3.6 ([31.1 kWh + 0.1 L]/100 km),55,3,Z,9.9,8.8,9.4,695,82,9,6,2025 BMW 750e xDrive Sedan Full-size 3.0L + 145 kW 6 Cyl Automatic 8-Gear
3482,2025,BMW,M5 Sedan Mid-size 4.4L + 145 kW 8 Cyl Automatic 8-Gear,Mid-size,145,4.4,8,AS8,B/Z,4.7 ([36.4 kWh + 0.6 L]/100 km),43,4,Z,20.4,13.5,17.3,396,177,6,4,2025 BMW M5 Sedan Mid-size 4.4L + 145 kW 8 Cyl Automatic 8-Gear
3483,2025,BMW,M5 Touring Station wagon: Mid-size 4.4L + 145 kW 8 Cyl Automatic 8-Gear,Station wagon: Mid-size,145,4.4,8,AS8,B/Z*,4.4 ([38.7 kWh + 0.0 L]/100 km),40,4,Z,20.6,13.7,17.5,388,189,6,4,2025 BMW M5 Touring Station wagon: Mid-size 4.4L + 145 kW 8 Cyl Automatic 8-Gear
3484,2025,BMW,X5 xDrive50e Sport utility vehicle: Standard 3.0L + 145 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,145,3.0,6,AS8,B/Z*,4.0 ([35.9 kWh + 0.0 L]/100 km),63,5,Z,10.9,10.2,10.6,650,81,9,6,2025 BMW X5 xDrive50e Sport utility vehicle: Standard 3.0L + 145 kW 6 Cyl Automatic 8-Gear
3485,2025,BMW,XM Sport utility vehicle: Standard 4.4L + 145 kW 8 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,145,4.4,8,AS8,B/Z*,5.1 ([45.5 kWh + 0.0 L]/100 km),50,5,Z,19.9,13.9,17.2,431,152,7,6,2025 BMW XM Sport utility vehicle: Standard 4.4L + 145 kW 8 Cyl Automatic 8-Gear
3486,2025,BMW,XM Label Sport utility vehicle: Standard 4.4L + 145 kW 8 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,145,4.4,8,AS8,B/Z*,5.1 ([45.5 kWh + 0.0 L]/100 km),50,5,Z,20.0,13.5,17.1,436,159,7,6,2025 BMW XM Label Sport utility vehicle: Standard 4.4L + 145 kW 8 Cyl Automatic 8-Gear
3487,2025,Chrysler,Pacifica Hybrid Minivan 3.6L + 89 kW 6 Cyl Automatic,Minivan,89,3.6,6,AV,B/X*,2.9 ([25.8 kWh + 0.0 L]/100 km),51,2,X,8.0,7.9,8.0,784,74,9,6,2025 Chrysler Pacifica Hybrid Minivan 3.6L + 89 kW 6 Cyl Automatic
3488,2025,Dodge,Hornet R/T PHEV Sport utility vehicle: Small 1.3L + 89 kW 4 Cyl Automatic 6-Gear,Sport utility vehicle: Small,89,1.3,4,A6,B/X*,3.1 ([27.2 kWh + 0.0 L]/100 km),53,4,X,8.1,8.1,8.1,520,75,9,5,2025 Dodge Hornet R/T PHEV Sport utility vehicle: Small 1.3L + 89 kW 4 Cyl Automatic 6-Gear
3489,2025,Ferrari,296 GTB Two-seater 2.9L + 137 kW 6 Cyl Auto-Manual 8-Gear,Two-seater,137,2.9,6,AM8,B/Z*,5.0 ([45.0 kWh + 0.0 L]/100 km),13,2.5,Z,15.2,10.7,13.2,526,247,5,5,2025 Ferrari 296 GTB Two-seater 2.9L + 137 kW 6 Cyl Auto-Manual 8-Gear
3490,2025,Ferrari,296 GTS Two-seater 2.9L + 137 kW 6 Cyl Auto-Manual 8-Gear,Two-seater,137,2.9,6,AM8,B/Z*,4.9 ([44.2 kWh + 0.0 L]/100 km),13,2.5,Z,15.3,11.0,13.4,494,251,5,5,2025 Ferrari 296 GTS Two-seater 2.9L + 137 kW 6 Cyl Auto-Manual 8-Gear
3491,2025,Ferrari,SF90 Spider Two-seater 3.9L + 137 kW 8 Cyl Auto-Manual 8-Gear,Two-seater,137,3.9,8,AM8,B/Z*,5.4 ([47.6 kWh + 0.0 L]/100 km),13,2.5,Z,14.6,12.6,13.7,500,257,4,2,2025 Ferrari SF90 Spider Two-seater 3.9L + 137 kW 8 Cyl Auto-Manual 8-Gear
3492,2025,Ferrari,SF90 XX Spider Two-seater 3.9L + 147 kW 8 Cyl Auto-Manual 8-Gear,Two-seater,147,3.9,8,AM8,B/Z*,5.3 ([47.1 kWh + 0.0 L]/100 km),13,2.5,Z,15.2,12.2,13.9,497,258,4,4,2025 Ferrari SF90 XX Spider Two-seater 3.9L + 147 kW 8 Cyl Auto-Manual 8-Gear
3493,2025,Ferrari,SF90 XX Stradale Two-seater 3.9L + 147 kW 8 Cyl Auto-Manual 8-Gear,Two-seater,147,3.9,8,AM8,B/Z*,5.3 ([47.1 kWh + 0.0 L]/100 km),13,2.5,Z,15.2,12.2,13.9,497,258,4,4,2025 Ferrari SF90 XX Stradale Two-seater 3.9L + 147 kW 8 Cyl Auto-Manual 8-Gear
3494,2025,Ford,Escape Plug-in Hybrid Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic,Sport utility vehicle: Small,62,2.5,4,AV,B/X*,2.3 ([20.6 kWh + 0.0 L]/100 km),60,3.4,X,5.6,6.3,5.9,771,49,10,7,2025 Ford Escape Plug-in Hybrid Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic
3495,2025,Hyundai,Tucson Plug-in Hybrid Sport utility vehicle: Small 1.6L + 72 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,72,1.6,4,AM6,B/X*,3.1 ([27.2 kWh + 0.0 L]/100 km),51,2,X,6.7,6.8,6.7,623,64,9,6,2025 Hyundai Tucson Plug-in Hybrid Sport utility vehicle: Small 1.6L + 72 kW 4 Cyl Auto-Manual 6-Gear
3496,2025,Jeep,Grand Cherokee 4xe Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,100,2.0,4,A8,B/X*,4.2 ([36.0 kWh + 0.0 L]/100 km),42,3.4,X,10.3,9.7,10.0,719,110,8,6,2025 Jeep Grand Cherokee 4xe Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 8-Gear
3497,2025,Jeep,Wrangler 4xe Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,100,2.0,4,A8,B/X*,4.8 ([42.2 kWh + 0.0 L]/100 km),35,2.4,X,11.6,11.9,11.7,557,143,7,6,2025 Jeep Wrangler 4xe Sport utility vehicle: Small 2.0L + 100 kW 4 Cyl Automatic 8-Gear
3498,2025,Kia,Niro Plug-in Hybrid Sport utility vehicle: Small 1.6L + 62 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,62,1.6,4,AM6,B/X*,2.1 ([19.1 kWh + 0.0 L]/100 km),55,2.8,X,4.6,4.9,4.8,781,42,10,6,2025 Kia Niro Plug-in Hybrid Sport utility vehicle: Small 1.6L + 62 kW 4 Cyl Auto-Manual 6-Gear
3499,2025,Kia,Sorento Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,67,1.6,4,AM6,B/X*,3.2 ([28.1 kWh + 0.0 L]/100 km),48,3.8,X,7.2,6.9,7.0,666,69,9,6,2025 Kia Sorento Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear
3500,2025,Kia,Sportage Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear,Sport utility vehicle: Small,67,1.6,4,AM6,B/X*,2.8 ([24.9 kWh + 0.0 L]/100 km),55,2,X,6.6,6.7,6.7,632,60,9,6,2025 Kia Sportage Plug-in Hybrid Sport utility vehicle: Small 1.6L + 67 kW 4 Cyl Auto-Manual 6-Gear
3501,2025,Lamborghini,Revuelto Two-seater 6.5L + 110 kW 12 Cyl Auto-Manual 8-Gear,Two-seater,110,6.5,12,AM8,B/Z,10.4 ([49.7 kWh + 6.1 L]/100 km),8,2,Z,24.5,14.2,19.9,365,472,1,2,2025 Lamborghini Revuelto Two-seater 6.5L + 110 kW 12 Cyl Auto-Manual 8-Gear
3502,2025,Lamborghini,Urus SE Sport utility vehicle: Standard 4.0L + 141 kW 8 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,141,4.0,8,AS8,B/Z*,4.9 ([43.4 kWh + 0.0 L]/100 km),56,4,Z,12.5,11.2,11.9,666,103,8,2,2025 Lamborghini Urus SE Sport utility vehicle: Standard 4.0L + 141 kW 8 Cyl Automatic 8-Gear
3503,2025,Land Rover,Range Rover P550e PHEV Sport utility vehicle: Standard 3.0L + 160 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,160,3.0,6,AS8,B/Z*,4.4 ([38.9 kWh + 0.0 L]/100 km),85,4,Z,11.4,10.6,11.0,649,63,9,6,2025 Land Rover Range Rover P550e PHEV Sport utility vehicle: Standard 3.0L + 160 kW 6 Cyl Automatic 8-Gear
3504,2025,Land Rover,Range Rover Sport P460e PHEV Sport utility vehicle: Standard 3.0L + 160 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,160,3.0,6,AS8,B/Z*,4.4 ([38.9 kWh + 0.0 L]/100 km),85,4,Z,11.4,10.6,11.0,649,63,9,6,2025 Land Rover Range Rover Sport P460e PHEV Sport utility vehicle: Standard 3.0L + 160 kW 6 Cyl Automatic 8-Gear
3505,2025,Land Rover,Range Rover Sport P550e PHEV Sport utility vehicle: Standard 3.0L + 160 kW 6 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,160,3.0,6,AS8,B/Z*,4.4 ([38.9 kWh + 0.0 L]/100 km),85,4,Z,11.4,10.6,11.0,649,63,9,6,2025 Land Rover Range Rover Sport P550e PHEV Sport utility vehicle: Standard 3.0L + 160 kW 6 Cyl Automatic 8-Gear
3506,2025,Lexus,NX 450h+ AWD Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic 6-Gear,Sport utility vehicle: Small,134,2.5,4,AV6,B/Z*,2.8 ([24.9 kWh + 0.0 L]/100 km),60,4.5,Z,6.3,7.1,6.6,832,54,9,6,2025 Lexus NX 450h+ AWD Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic 6-Gear
3507,2025,Lexus,RX 450h+ AWD Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic 6-Gear,Sport utility vehicle: Small,134,2.5,4,AV6,B/Z*,2.8 ([25.0 kWh + 0.0 L]/100 km),60,2.5,Z,6.4,7.1,6.7,818,55,9,6,2025 Lexus RX 450h+ AWD Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic 6-Gear
3508,2025,Lincoln,Corsair Grand Touring Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic,Sport utility vehicle: Small,62,2.5,4,AV,B/X*,3.1 ([27.5 kWh + 0.0 L]/100 km),43,3.2,X,6.9,7.4,7.1,639,76,9,7,2025 Lincoln Corsair Grand Touring Sport utility vehicle: Small 2.5L + 62 kW 4 Cyl Automatic
3509,2025,Mazda,CX-70 PHEV 4WD Sport utility vehicle: Standard 2.5L + 68 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,68,2.5,4,AS8,B/Z,4.2 ([36.0 kWh + 0.2 L]/100 km),42,2.1,Z,9.9,8.7,9.4,747,105,8,6,2025 Mazda CX-70 PHEV 4WD Sport utility vehicle: Standard 2.5L + 68 kW 4 Cyl Automatic 8-Gear
3510,2025,Mazda,CX-90 PHEV 4WD Sport utility vehicle: Standard 2.5L + 68 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,68,2.5,4,AS8,B/Z,4.2 ([36.0 kWh + 0.2 L]/100 km),42,2.1,Z,9.9,8.7,9.4,747,105,8,6,2025 Mazda CX-90 PHEV 4WD Sport utility vehicle: Standard 2.5L + 68 kW 4 Cyl Automatic 8-Gear
3511,2025,Mercedes-Benz,AMG E 53 Hybrid Mid-size 3.0L + 120 kW 6 Cyl Automatic 9-Gear,Mid-size,120,3.0,6,A9,B/Z*,4.0 ([35.7 kWh + 0.0 L]/100 km),69,2.75,Z,11.2,9.0,10.2,595,73,9,6,2025 Mercedes-Benz AMG E 53 Hybrid Mid-size 3.0L + 120 kW 6 Cyl Automatic 9-Gear
3512,2025,Mercedes-Benz,AMG GT 63 S E Performance Compact 4.0L + 150 kW 8 Cyl Auto-Manual 9-Gear,Compact,150,4.0,8,AM9,B/Z,8.3 ([29.0 kWh + 4.9 L]/100 km),16,1.5,Z,14.3,12.1,13.3,536,262,4,4,2025 Mercedes-Benz AMG GT 63 S E Performance Compact 4.0L + 150 kW 8 Cyl Auto-Manual 9-Gear
3513,2025,Mercedes-Benz,AMG S 63 E Performance Mid-size 4.0L + 140 kW 8 Cyl Auto-Manual 9-Gear,Mid-size,140,4.0,8,AM9,B/Z*,4.8 ([41.7 kWh + 0.0 L]/100 km),26,3.25,Z,15.3,10.2,13.0,608,190,6,4,2025 Mercedes-Benz AMG S 63 E Performance Mid-size 4.0L + 140 kW 8 Cyl Auto-Manual 9-Gear
3514,2025,Mercedes-Benz,GLC 350e 4MATIC SUV Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 9-Gear,Sport utility vehicle: Standard,100,2.0,4,A9,B/Z*,3.7 ([32.6 kWh + 0.0 L]/100 km),87,3,Z,10.2,8.5,9.4,521,52,9,6,2025 Mercedes-Benz GLC 350e 4MATIC SUV Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 9-Gear
3515,2025,Mercedes-Benz,GLC 63 S E Performance SUV Station wagon: Small 2.0L + 150 kW 4 Cyl Auto-Manual 9-Gear,Station wagon: Small,150,2.0,4,AM9,B/Z,7.7 ([31.5 kWh + 4.0 L]/100 km),14,1.1,Z,12.3,11.4,11.9,542,235,5,4,2025 Mercedes-Benz GLC 63 S E Performance SUV Station wagon: Small 2.0L + 150 kW 4 Cyl Auto-Manual 9-Gear
3516,2025,Mercedes-Benz,GLC 63 S E Performance Coupe Station wagon: Small 2.0L + 150 kW 4 Cyl Auto-Manual 9-Gear,Station wagon: Small,150,2.0,4,AM9,B/Z,7.7 ([31.5 kWh + 4.0 L]/100 km),14,1.1,Z,12.3,11.4,11.9,542,235,5,4,2025 Mercedes-Benz GLC 63 S E Performance Coupe Station wagon: Small 2.0L + 150 kW 4 Cyl Auto-Manual 9-Gear
3517,2025,Mercedes-Benz,GLE 450e 4MATIC SUV Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 9-Gear,Sport utility vehicle: Standard,100,2.0,4,A9,B/Z*,3.9 ([35.1 kWh + 0.0 L]/100 km),80,2.75,Z,11.1,9.0,10.2,645,62,9,6,2025 Mercedes-Benz GLE 450e 4MATIC SUV Sport utility vehicle: Standard 2.0L + 100 kW 4 Cyl Automatic 9-Gear
3518,2025,Mitsubishi,Outlander PHEV AWD Sport utility vehicle: Standard 2.4L + 100 kW 4 Cyl Automatic 1-Gear,Sport utility vehicle: Standard,100,2.4,4,A1,B/X*,3.6 ([32.1 kWh + 0.0 L]/100 km),61,6.5,X,9.2,8.7,9.0,626,70,9,6,2025 Mitsubishi Outlander PHEV AWD Sport utility vehicle: Standard 2.4L + 100 kW 4 Cyl Automatic 1-Gear
3519,2025,Toyota,Prius Plug-in Hybrid SE (Prime SE) Mid-size 2.0L + 120 kW 4 Cyl Automatic,Mid-size,120,2.0,4,AV,B/X*,1.8 ([16.4 kWh + 0.0 L]/100 km),72,4,X,4.4,4.6,4.5,890,31,10,6,2025 Toyota Prius Plug-in Hybrid SE (Prime SE) Mid-size 2.0L + 120 kW 4 Cyl Automatic
3520,2025,Toyota,Prius Plug-in Hybrid XSE (Prime XSE) Mid-size 2.0L + 120 kW 4 Cyl Automatic,Mid-size,120,2.0,4,AV,B/X*,2.1 ([18.3 kWh + 0.0 L]/100 km),64,4,X,4.7,5.0,4.9,826,37,10,6,2025 Toyota Prius Plug-in Hybrid XSE (Prime XSE) Mid-size 2.0L + 120 kW 4 Cyl Automatic
3521,2025,Toyota,RAV4 Plug-in Hybrid (Prime) Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic,Sport utility vehicle: Small,134,2.5,4,AV,B/X*,2.5 ([22.3 kWh + 0.0 L]/100 km),68,4.5,X,5.7,6.4,6.0,911,44,10,6,2025 Toyota RAV4 Plug-in Hybrid (Prime) Sport utility vehicle: Small 2.5L + 134 kW 4 Cyl Automatic
3522,2025,Volvo,S60 T8 AWD Compact 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Compact,107,2.0,4,AS8,B/Z*,3.0 ([27.2 kWh + 0.0 L]/100 km),64,5,Z,8.0,7.2,7.6,792,58,9,6,2025 Volvo S60 T8 AWD Compact 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3523,2025,Volvo,S90 T8 AWD Mid-size 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Mid-size,107,2.0,4,AS8,B/Z*,3.4 ([30.0 kWh + 0.0 L]/100 km),61,5,Z,8.5,7.6,8.1,748,65,9,6,2025 Volvo S90 T8 AWD Mid-size 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3524,2025,Volvo,V60 T8 AWD Station wagon: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Station wagon: Small,107,2.0,4,AS8,B/Z*,3.0 ([27.2 kWh + 0.0 L]/100 km),64,5,Z,8.0,7.2,7.6,792,58,9,6,2025 Volvo V60 T8 AWD Station wagon: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3525,2025,Volvo,XC60 T8 AWD Sport utility vehicle: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Small,107,2.0,4,AS8,B/Z*,3.5 ([31.2 kWh + 0.0 L]/100 km),58,5,Z,8.5,8.5,8.5,838,72,9,6,2025 Volvo XC60 T8 AWD Sport utility vehicle: Small 2.0L + 107 kW 4 Cyl Automatic 8-Gear
3526,2025,Volvo,XC90 T8 AWD Sport utility vehicle: Standard 2.0L + 107 kW 4 Cyl Automatic 8-Gear,Sport utility vehicle: Standard,107,2.0,4,AS8,B/Z*,3.8 ([34.4 kWh + 0.0 L]/100 km),53,5,Z,9.1,8.6,8.9,803,82,9,6,2025 Volvo XC90 T8 AWD Sport utility vehicle: Standard 2.0L + 107 kW 4 Cyl Automatic 8-Gear
